value,v1,v2,split,,
2884,ham,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.,train,,
2885,ham,ÌÏ still attending da talks?,train,,
2886,ham,No probs hon! How u doinat the mo?,train,,
2887,ham,K I'll take care of it,train,,
2888,ham,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?,train,,
2889,ham,My battery is low babe,train,,
2890,ham,Shuhui has bought ron's present it's a swatch watch...,train,,
2891,ham,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up",train,,
2892,ham,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?,train,,
2893,ham,K I'll be sure to get up before noon and see what's what,train,,
2894,ham,K...k...yesterday i was in cbe .,train,,
2895,ham,Went to ganesh dress shop,train,,
2896,spam,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL",train,,
2897,ham,ÌÏ collecting ur laptop then going to configure da settings izzit?,train,,
2898,ham,If you r @ home then come down within 5 min,train,,
2899,ham,"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?",train,,
2900,ham,Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house,train,,
2901,spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,train,,
2902,ham,"Bill, as in: Are there any letters for me. i‰Ûªm expecting one from orange that isn‰Ûªt a bill but may still say orange on it.",train,,
2903,ham,Tell me pa. How is pain de.,train,,
2904,ham,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG,train,,
2905,ham,"Ha. You don‰Û÷t know either. I did a a clever but simple thing with pears the other day, perfect for christmas.",train,,
2906,ham,"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\"".""",train,,
2907,ham,ALRITE,train,,
2908,ham,Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.,train,,
2909,spam,URGENT! Your Mobile number has been awarded with a $2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only,train,,
2910,ham,How do you guys go to see movies on your side.,train,,
2911,ham,"Sorry,in meeting I'll call later",train,,
2912,ham,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs,train,,
2913,ham,Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.,train,,
2914,spam,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info,train,,
2915,ham,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...,train,,
2916,ham,What time should I tell my friend to be around?,train,,
2917,ham,Yes. that will be fine. Love you. Be safe.,train,,
2918,ham,Thanks chikku..:-) gud nyt:-*,train,,
2919,ham,Is xy in ur car when u picking me up?,train,,
2920,ham,"Thanx 4 the time weÕve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx",train,,
2921,ham,"Yo, any way we could pick something up tonight?",train,,
2922,ham,I've not sent it. He can send me.,train,,
2923,ham,Fine am simply sitting.,train,,
2924,ham,Thts god's gift for birds as humans hav some natural gift frm god..,train,,
2925,ham,Are you coming to day for class.,train,,
2926,ham,Im done. Just studyn in library,train,,
2927,ham,Ok... U enjoy ur shows...,train,,
2928,ham,Anything...,train,,
2929,ham,Where wuld I be without my baby? The thought alone mite break me and I donÕt wanna go crazy but everyboy needs his lady xxxxxxxx,train,,
2930,ham,Wat's my dear doing? Sleeping ah?,train,,
2931,ham,Hi' Test on  &lt;#&gt; rd ....,train,,
2932,ham,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.,train,,
2933,ham,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night,train,,
2934,ham,Yup n her fren lor. I'm meeting my fren at 730.,train,,
2935,ham,"Yeah, we got one lined up for us",train,,
2936,ham,"And stop wondering \wow is she ever going to stop tm'ing me ?!\"" because I will tm you whenever I want because you are MINE ... *laughs*""",train,,
2937,ham,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,train,,
2938,ham,Hey i've booked the pilates and yoga lesson already... Haha,train,,
2939,ham,Are you ok. What happen to behave like this,train,,
2940,spam,You have 1 new message. Please call 08712400200.,train,,
2941,ham,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.,train,,
2942,ham,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. ",train,,
2943,ham,No message..no responce..what happend?,train,,
2944,spam,We currently have a message awaiting your collection. To collect your message just call 08718723815.,train,,
2945,ham,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe",train,,
2946,ham,make that 3! 4 fucks sake?! x,train,,
2947,ham,Leave it. U will always be ignorant.,train,,
2948,ham,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-),train,,
2949,ham,at bruce b downs &amp; fletcher now,train,,
2950,ham,Where are you ? You said you would be here when I woke ... :-(,train,,
2951,ham,Hey now am free you can call me.,train,,
2952,ham,Tell me whos this pls:-),train,,
2953,spam,"URGENT! Your mobile was awarded a $1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011",train,,
2954,ham,"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing.",train,,
2955,ham,Id have to check but there's only like 1 bowls worth left,train,,
2956,ham,Yes there were many sweets,train,,
2957,ham,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.,train,,
2958,spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,train,,
2959,ham,Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?,train,,
2960,ham,Sir send to group mail check it.,train,,
2961,ham,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..,train,,
2962,ham,"\NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT\""""",train,,
2963,ham,You dont know you jabo me abi.,train,,
2964,spam,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",train,,
2965,ham,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..,train,,
2966,ham,"Are you being good, baby? :)",train,,
2967,ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,train,,
2968,ham,"Mostly sports type..lyk footbl,crckt..",train,,
2969,ham,Ma head dey swell oh. Thanks for making my day,train,,
2970,ham,U should make a fb list,train,,
2971,ham,Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\if it is made by my students,train,,
2972,ham,Sary just need Tim in the bollox &it hurt him a lot so he tol me!,train,,
2973,ham,Happy New Year Princess!,train,,
2974,ham,"I'll text carlos and let you know, hang on",train,,
2975,ham,"Don't worry, * is easy once have ingredients!",train,,
2976,ham,I love u 2 my little pocy bell I am sorry but I love u,train,,
2977,ham,"Ok omw now, you at castor?",train,,
2978,ham,Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?,train,,
2979,spam,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2",train,,
2980,ham,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..,train,,
2981,ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",train,,
2982,ham,"Tonight? Yeah, I'd be down for that",train,,
2983,ham,What should i eat fo lunch senor,train,,
2984,ham,"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for! ",train,,
2985,ham,No break time one... How... I come out n get my stuff fr Ì_?,train,,
2986,spam,Reply to win $100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,train,,
2987,ham,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz",train,,
2988,ham,Do you still have the grinder?,train,,
2989,spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,train,,
2990,ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",train,,
2991,spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",train,,
2992,ham,K.i did't see you.:)k:)where are you now?,train,,
2993,ham,So i'm doing a list of buyers.,train,,
2994,ham,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second",train,,
2995,ham,Mm not entirely sure i understood that text but hey. Ho. Which weekend?,train,,
2996,ham,They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.,train,,
2997,ham,Don know..he is watching film in computer..,train,,
2998,ham,No b4 Thursday,train,,
2999,ham,"Oh, then your phone phoned me but it disconnected",train,,
3000,ham,Id onluy matters when getting on from offcampus,train,,
3001,spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only,train,,
3002,ham,"Excellent, I'll see what riley's plans are",train,,
3003,ham,I will see in half an hour,train,,
3004,spam,"You've won tkts to the EURO2004 CUP FINAL or $800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",train,,
3005,ham,Ew are you one of them?,train,,
3006,ham,Also hi wesley how've you been,train,,
3007,ham,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!,train,,
3008,spam,"Loan for any purpose $500 - $75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",train,,
3009,spam,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,train,,
3010,ham,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:),train,,
3011,ham,"Hm good morning, headache anyone? :-)",train,,
3012,ham,Yeah no probs - last night is obviously catching up with you... Speak soon ,train,,
3013,spam,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free,train,,
3014,ham,I might go 2 sch. Yar at e salon now v boring.,train,,
3015,ham, &lt;#&gt;  mins but i had to stop somewhere first.,train,,
3016,ham,"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj",train,,
3017,ham,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -,train,,
3018,ham,I didn't get the second half of that message,train,,
3019,ham,Wat time do u wan 2 meet me later?,train,,
3020,ham,I thank you so much for all you do with selflessness. I love you plenty.,train,,
3021,ham,Am in film ill call you later.,train,,
3022,ham,How dare you change my ring,train,,
3023,ham,You are a very very very very bad girl. Or lady.,train,,
3024,ham,I love ya too but try and budget your money better babe. Gary would freak on me if he knew,train,,
3025,ham,"What part of \don't initiate\"" don't you understand""",train,,
3026,ham,I finished my lunch already. U wake up already?,train,,
3027,ham,You still at the game?,train,,
3028,ham,You have got tallent but you are wasting.,train,,
3029,ham,What is your record for one night? :),train,,
3030,ham,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.",train,,
3031,ham, gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. ,train,,
3032,ham,Jokin only lar... :-) depends on which phone my father can get lor...,train,,
3033,ham,"Aight, lemme know what's up",train,,
3034,ham,Get ready for  &lt;#&gt;  inches of pleasure...,train,,
3035,ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,train,,
3036,ham,;-) ok. I feel like john lennon.,train,,
3037,ham,Cos darren say Ì_ considering mah so i ask Ì_...,train,,
3038,ham,You are not bothering me but you have to trust my answers. Pls.,train,,
3039,ham,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance..""",train,,
3040,ham,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..,train,,
3041,ham,Aight what time you want me to come up?,train,,
3042,ham,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?,train,,
3043,ham,Your bill at 3 is $33.65 so thats not bad!,train,,
3044,ham,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs,train,,
3045,ham,"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?",train,,
3046,ham,So how's the weather over there?,train,,
3047,ham,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that! ",train,,
3048,ham,Die... Now i have e toot fringe again...,train,,
3049,ham,Lol they don't know about my awesome phone. I could click delete right now if I want.,train,,
3050,ham,Ok,train,,
3051,ham,"Awesome question with a cute answer: Someone asked a boy \how is ur life?\"" . . He smiled &amp; answered: . . \""She is fine!\"" Gudnite""",train,,
3052,ham,Please leave this topic..sorry for telling that..,train,,
3053,ham,Pls send me the correct name da.,train,,
3054,ham,What happened to our yo date?,train,,
3055,spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN $100 Cash WKENT/150P16+,train,,
3056,ham,Webpage s not available!,train,,
3057,ham,Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/,train,,
3058,spam,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.,train,,
3059,ham,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details",train,,
3060,ham,K..k...from tomorrow onwards started ah?,train,,
3061,ham,What u talking bout early morning? It's almost noon where your at!,train,,
3062,ham,Fine. Do you remember me.,train,,
3063,spam,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603",train,,
3064,ham,Ok. How many should i buy.,train,,
3065,ham,"Sounds good, keep me posted",train,,
3066,spam,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.,train,,
3067,ham,Ok. So april. Cant wait,train,,
3068,ham,Boy you best get yo ass out here quick,train,,
3069,ham,Ay wana meet on sat?Ì_ wkg on sat?,train,,
3070,ham,I'm now but have to wait till 2 for the bus to pick me.,train,,
3071,ham,Apart from the one i told you about yesterday?,train,,
3072,ham,Ok lor... But buy wat?,train,,
3073,ham,Somebody should go to andros and steal ice,train,,
3074,ham,Don know. I did't msg him recently.,train,,
3075,ham,Take us out shopping and Mark will distract Isaiah.=D,train,,
3076,ham,"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola",train,,
3077,ham,There is no sense in my foot and penis.,train,,
3078,ham,Okay but i thought you were the expert,train,,
3079,ham,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?,train,,
3080,ham,S.s:)i thinl role is like sachin.just standing. Others have to hit.,train,,
3081,ham,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola,train,,
3082,ham,"And very importantly, all we discuss is between u and i only.",train,,
3083,ham,K..k:)how about your training process?,train,,
3084,ham,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?,train,,
3085,ham,In da car park ,train,,
3086,ham,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...,train,,
3087,ham,So i asked how's anthony. Dad. And your bf,train,,
3088,ham,"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).",train,,
3089,ham,What Today-sunday..sunday is holiday..so no work..,train,,
3090,ham,Am going to take bath ill place the key in window:-),train,,
3091,spam,LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts,train,,
3092,ham,"Dear, take care. I am just reaching home.love u a lot.",train,,
3093,ham,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323,train,,
3094,ham,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...,train,,
3095,ham,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.,train,,
3096,ham,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;,train,,
3097,ham,"Yo, you at jp and hungry like a mofo?",train,,
3098,ham,This is all just creepy and crazy to me.,train,,
3099,ham,Ok... I din get ur msg...,train,,
3100,ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,train,,
3101,ham,Pathaya enketa maraikara pa',train,,
3102,ham,Even if he my friend he is a priest call him now,train,,
3103,ham,"U so lousy, run already come back then half dead... Hee...",train,,
3104,ham,That's y i said it's bad dat all e gals know u... Wat u doing now?,train,,
3105,ham,Or remind me in a few hrs.,train,,
3106,ham,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back.",train,,
3107,ham,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks,train,,
3108,ham,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?,train,,
3109,ham,Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.,train,,
3110,spam,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412,train,,
3111,ham,Short But Cute : \ Be a good person ,train,,
3112,ham,Just haven't decided where yet eh ?,train,,
3113,ham,"Wat time liao, where still got.",train,,
3114,ham,Yes watching footie but worried we're going to blow it - Phil Neville?,train,,
3115,ham,I wait 4 Ì_ inside da car park...,train,,
3116,ham,Uncle Abbey! Happy New Year. Abiola,train,,
3117,ham,Now am free call me pa.,train,,
3118,ham,R u saying i should re order the slippers cos i had to pay for returning it.,train,,
3119,ham,Stop knowing me so well!,train,,
3120,ham,Good evening! this is roger. How are you?,train,,
3121,ham,Small problem in auction:)punj now asking tiwary,train,,
3122,spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,train,,
3123,ham,He telling not to tell any one. If so treat for me hi hi hi,train,,
3124,ham,My uncles in Atlanta. Wish you guys a great semester.,train,,
3125,spam,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+,train,,
3126,ham,U coming 2 pick me?,train,,
3127,ham,Thats cool. i liked your photos. You are very sexy!,train,,
3128,ham,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked,train,,
3129,ham,"Haha better late than ever, any way I could swing by?",train,,
3130,ham,Ok. But i finish at 6.,train,,
3131,spam,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.",train,,
3132,ham,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!,train,,
3133,ham,So no messages. Had food?,train,,
3134,ham,Ok going to sleep. Hope i can meet her.,train,,
3135,ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,train,,
3136,ham,Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks,train,,
3137,ham,You're right I have now that I think about it,train,,
3138,ham,Wat r u doing now?,train,,
3139,ham,Is ur lecture over?,train,,
3140,spam,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP,train,,
3141,ham,Customer place i will call you,train,,
3142,ham,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.,train,,
3143,ham,Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-),train,,
3144,ham,"Haha I heard that, text me when you're around",train,,
3145,ham,I.ll get there tomorrow and send it to you,train,,
3146,ham,\SHIT BABE.. THASA BIT MESSED UP.YEH,train," ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP...\""""",
3147,ham,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night,train,,
3148,ham,"\CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDÕS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.\""""",train,,
3149,ham,"Sorry,  in meeting I'll call you later",train,,
3150,ham,Yo! Howz u? girls never rang after india. L,train,,
3151,ham,Yeah but which is worse for i,train,,
3152,spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,train,,
3153,ham,I tagged MY friends that you seemed to count as YOUR friends.,train,,
3154,spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,train,,
3155,ham,Ok...,train,,
3156,ham,Long time. You remember me today.,train,,
3157,ham,Havent shopping now lor i juz arrive only,train,,
3158,ham,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE,train,,
3159,ham,Are you up for the challenge? I know i am :),train,,
3160,ham,How much did ur hdd casing cost.,train,,
3161,ham,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie,train,,
3162,ham,I can't describe how lucky you are that I'm actually awake by noon,train,,
3163,spam,This is the 2nd time we have tried to contact u. U have won the $1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm,train,,
3164,ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",train,,
3165,ham,Cheers for the card ... Is it that time of year already?,train,,
3166,spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",train,,
3167,ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",train,,
3168,ham,Ugh hopefully the asus ppl dont randomly do a reformat.,train,,
3169,ham,"Haven't seen my facebook, huh? Lol!",train,,
3170,ham,"Mah b, I'll pick it up tomorrow",train,,
3171,ham,Still otside le..u come 2morrow maga..,train,,
3172,ham,Do u still have plumbers tape and a wrench we could borrow?,train,,
3173,spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply.",train,,
3174,ham,It vl bcum more difficult..,train,,
3175,spam,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of$2000 CASH 18+only. To opt out txt X to 07786200117,train,,
3176,ham,Havent still waitin as usual... ÌÏ come back sch oredi?,train,,
3177,ham,In meeting da. I will call you,train,,
3178,ham,K k :-):-) then watch some films.,train,,
3179,ham,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.,train,,
3180,ham,There the size of elephant tablets & u shove um up ur ass!!,train,,
3181,ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da",train,,
3182,ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",train,,
3183,ham,Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one Ì_ cut ur hair. ,train,,
3184,ham,Good morning pookie pie! Lol hope I didn't wake u up,train,,
3185,ham,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.,train,,
3186,ham,Happy birthday to you....dear.with lots of love.rakhesh NRI,train,,
3187,ham,Howz that persons story,train,,
3188,spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",train,,
3189,ham,X2  &lt;#&gt; . Are you going to get that,train,,
3190,ham,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. ItÕs the least a unique person like u deserve. Sleep tight or morning,train,,
3191,spam,UR awarded a City Break and could WIN a $200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+$1.50perWKsub,train,,
3192,ham,Is ur paper today in e morn or aft?,train,,
3193,ham,I will lick up every drop :) are you ready to use your mouth as well?,train,,
3194,ham,And you! Will expect you whenever you text! Hope all goes well tomo ,train,,
3195,ham,Great. P diddy is my neighbor and comes for toothpaste every morning,train,,
3196,ham,"I av a new number,  . Wil u only use this one,ta.",train,,
3197,ham,So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.,train,,
3198,ham,7 lor... Change 2 suntec... Wat time u coming?,train,,
3199,ham,No de.am seeing in online shop so that i asked.,train,,
3200,ham,Just curious because my cuz asked what I was up to,train,,
3201,ham,Nice.nice.how is it working?,train,,
3202,ham,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?,train,,
3203,ham,Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again,train,,
3204,ham,She's good. How are you. Where r u working now,train,,
3205,ham,"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home",train,,
3206,ham,At home also.,train,,
3207,ham,This phone has the weirdest auto correct.,train,,
3208,ham,Oops my phone died and I didn't even know. Yeah I like it better.,train,,
